Image,Emotion,Hair_length,Hair_color,Eye,Gender,Ethnicity,Age
./images/89_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/89_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/89_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/89_512.jpg,neutral,long,black,brown,male,latino,young-adult
./images/90_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/90_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/90_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/90_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/90_512.jpg,neutral,long,brown,brown,male,latino,young-adult
./images/91_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/91_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/91_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/91_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/91_512.jpg,joy,long,brown,brown,male,asian,young-adult
./images/92_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/92_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/92_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/92_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/92_512.jpg,joy,long,brown,brown,female,black,young-adult
./images/93_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/93_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/93_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/93_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/93_512.jpg,joy,long,brown,brown,female,white,young-adult
./images/94_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/94_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/94_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/94_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/94_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/95_512.jpg,joy,long,black,brown,male,black,young-adult
./images/95_512.jpg,joy,long,black,brown,male,black,young-adult
./images/95_512.jpg,joy,long,black,brown,male,black,young-adult
./images/95_512.jpg,joy,long,black,brown,male,black,young-adult
./images/95_512.jpg,joy,long,black,brown,male,black,young-adult
./images/96_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/96_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/96_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/96_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/96_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/97_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/97_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/97_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/97_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/97_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/98_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/98_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/98_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/98_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/98_512.jpg,joy,long,brown,brown,male,black,young-adult
./images/99_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/99_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/99_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/99_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/99_512.jpg,joy,long,brown,brown,female,latino,young-adult
./images/100_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/100_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/100_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/100_512.jpg,joy,long,brown,brown,female,asian,young-adult
./images/100_512.jpg,joy,long,brown,brown,female,asian,young-adult
